# lat	lon	dist
31.463313	-115.498748	8.069304e+01
31.463313	-115.488104	8.000570e+01
31.463313	-115.477460	7.932517e+01
31.463313	-115.466815	7.865162e+01
31.463313	-115.456171	7.797309e+01
31.463313	-115.445527	7.727550e+01
31.463313	-115.434883	7.658478e+01
31.463313	-115.424239	7.590110e+01
31.463313	-115.413594	7.522468e+01
31.463313	-115.402950	7.455570e+01
31.463313	-115.392306	7.387396e+01
31.463313	-115.381662	7.317957e+01
31.463313	-115.371017	7.249250e+01
31.463313	-115.360373	7.181296e+01
31.463313	-115.349729	7.114116e+01
31.463313	-115.339085	7.047734e+01
31.463313	-115.328441	6.982170e+01
31.463313	-115.317796	6.917450e+01
31.463313	-115.307152	6.853596e+01
31.463313	-115.296508	6.790633e+01
31.463313	-115.285864	6.728586e+01
31.463313	-115.275219	6.667481e+01
31.463313	-115.264575	6.607344e+01
31.463313	-115.253931	6.548201e+01
31.463313	-115.243287	6.490080e+01
31.463313	-115.232643	6.433008e+01
31.463313	-115.221998	6.377014e+01
31.463313	-115.211354	6.322126e+01
31.463313	-115.200710	6.268373e+01
31.463313	-115.190066	6.215785e+01
31.463313	-115.179421	6.164391e+01
31.463313	-115.168777	6.114222e+01
31.463313	-115.158133	6.065308e+01
31.463313	-115.147489	6.017680e+01
31.463313	-115.136845	5.971367e+01
31.463313	-115.126200	5.926403e+01
31.463313	-115.115556	5.882816e+01
31.463313	-115.104912	5.840638e+01
31.463313	-115.094268	5.799900e+01
31.463313	-115.083624	5.760632e+01
31.463313	-115.072979	5.722865e+01
31.463313	-115.062335	5.686628e+01
31.463313	-115.051691	5.651950e+01
31.463313	-115.041047	5.618862e+01
31.463313	-115.030402	5.587391e+01
31.463313	-115.019758	5.557564e+01
31.463313	-115.009114	5.529408e+01
31.463313	-114.998470	5.502948e+01
31.463313	-114.987826	5.478210e+01
31.463313	-114.977181	5.455217e+01
31.463313	-114.966537	5.433990e+01
31.463313	-114.955893	5.414552e+01
31.463313	-114.945249	5.396920e+01
31.463313	-114.934604	5.381112e+01
31.463313	-114.923960	5.367146e+01
31.463313	-114.913316	5.355035e+01
31.463313	-114.902672	5.344791e+01
31.463313	-114.892028	5.336426e+01
31.463313	-114.881383	5.329949e+01
31.472311	-115.743565	9.566716e+01
31.472311	-115.732921	9.498748e+01
31.472311	-115.722277	9.429464e+01
31.472311	-115.711632	9.360747e+01
31.472311	-115.700988	9.292611e+01
31.472311	-115.690344	9.225067e+01
31.472311	-115.679700	9.158105e+01
31.472311	-115.669056	9.088507e+01
31.472311	-115.658411	9.019493e+01
31.472311	-115.647767	8.951078e+01
31.472311	-115.637123	8.883273e+01
31.472311	-115.626479	8.816095e+01
31.472311	-115.615834	8.747818e+01
31.472311	-115.605190	8.678499e+01
31.472311	-115.594546	8.609796e+01
31.472311	-115.583902	8.541725e+01
31.472311	-115.573258	8.474301e+01
31.472311	-115.562613	8.407118e+01
31.472311	-115.551969	8.337458e+01
31.472311	-115.541325	8.268434e+01
31.472311	-115.530681	8.200063e+01
31.472311	-115.520036	8.132362e+01
31.472311	-115.509392	8.065347e+01
31.472311	-115.498748	7.996699e+01
31.472311	-115.488104	7.927342e+01
31.472311	-115.477460	7.858662e+01
31.472311	-115.466815	7.790675e+01
31.472311	-115.456171	7.723400e+01
31.472311	-115.445527	7.655289e+01
31.472311	-115.434883	7.585565e+01
31.472311	-115.424239	7.516542e+01
31.472311	-115.413594	7.448238e+01
31.472311	-115.402950	7.380674e+01
31.472311	-115.392306	7.313870e+01
31.472311	-115.381662	7.245391e+01
31.472311	-115.371017	7.175995e+01
31.472311	-115.360373	7.107348e+01
31.472311	-115.349729	7.039469e+01
31.472311	-115.339085	6.972382e+01
31.472311	-115.328441	6.906110e+01
31.472311	-115.317796	6.840676e+01
31.472311	-115.307152	6.776105e+01
31.472311	-115.296508	6.712421e+01
31.472311	-115.285864	6.649651e+01
31.472311	-115.275219	6.587820e+01
